start	end	text
1609160	1613960	I'll do. Wait, what was that the health plan of Nevada? Yeah, health and life. I didn't get a copy of that. Oh, okay
1614520	1619640	Do you have it with you? No, okay. Yeah, okay. Okay, cool. That's basically it. Okay
1621640	1623640	And then that
1623640	1626600	But you just need the card, right? I have like the card. Okay
1628920	1630920	Yeah
1634920	1636920	No
1637240	1639240	Oh wait
1643240	1645240	You have the same one I like this insurance
1646520	1651080	My girlfriend's like really? This is better and I'm like, but my doctor's on this insurance
1652360	1654360	You're getting one. I'm ahead
1655320	1657320	You
1663560	1666040	We'll need you to sign this twice for me
1667080	1671480	We just sign here twice. Sign here. Open the sign here. What was it? I'll fill it up
1672040	1674520	Pray here. So yeah, you know, print the sign or whatever
1676520	1679000	Because I would never be able to take that out. Yeah
1680760	1683800	Okay, do it again. Right there. Yeah, because it was two notaries
1684520	1686520	Okay
1689480	1691480	All right
1698200	1700200	Oh, she got it
1709320	1711320	Like a DK
1711560	1714280	So yeah, remember how we talked about blackjack
1715640	1721480	Okay, so I buy insurance in case someone doesn't have enough insurance. So if I'm in the hospital
1722360	1726520	You know, let's say I make $100,000 a month or whatever. Yeah, you know, and I'm in the hospital
1726520	1730600	And I'm like I lost my wages because I was in the hospital and I've got this $100,000 bill
1731000	1732600	$200,000 worth of
1732600	1735080	$100,000 for the wage loss and $100,000 for the bill
1735800	1739000	I have $250,000 worth of insurance. Yeah
1739560	1743880	So it would go after my own insurance because I bought that for that reason
1743880	1748280	So we're just hoping that he has the coverage. I'm hoping you have that coverage. Okay, but with that
1751800	1756760	Nope, it's not there's a state law that says it can't go up. So it goes up and you can play into them
1758840	1761080	So yeah, you should get this coverage
1761560	1765800	Anybody else at your house have coverage or is do you have any other insurance or is it just your parent?
1766200	1773000	Smokers. Yeah, my whole family is the same insurance. Yeah, brother, parents. Yeah. Yeah, this is like very important insurance
1773800	1776200	Like you need to get this type of insurance
1776520	1778520	So you also need this information right
1779000	1781000	Yeah, yeah
1783080	1785080	There you go
1785800	1789000	Welcome, let me go get that thing to sign
1789800	1791800	So
1791800	1794440	So they're insurance cover and then all insurance
1801800	1803320	Here you go
1803320	1807800	Okay, read through it and we can go over with you too
1819800	1826760	Yeah, sure. This is that I represent you for an accident that occurred five days ago
1828360	1831560	Wait, five days ago, I mean on the fifth, right? Oh, yeah, sorry
1832520	1835720	So I met her and then last thing was KWA and
1839800	1843960	Uh, if we recover something we get a third of it if we have to go to court to recover it
1843960	1848920	We get 40% of it if we don't recover anything. There is no fee. Okay. I'm gonna be paying for
1849000	1852680	The cost ahead of time because we're doing things ahead that you don't know about
1852680	1858600	So like the police report. We're gonna be doing getting that we're gonna also be trying to get the policy limits of her
1858920	1862520	You know, which I think are probably going to be 15 pretty sure of it um
1864120	1868840	What else you know if we have to file fees or anything like that postage copies
1869560	1872440	You can pick any attorney that you want so you can always
1873240	1875320	Decide to fire us or whatever you want to do
1875400	1879240	You just have to send us written notice and then we'd get paid for whenever time we've spent on it
1879240	1883480	So we spend three hours on it time five hundred bucks an hour or whatever we send the bills to your new attorneys
1883480	1885480	ABC attorneys
1885640	1888760	Sometimes we might bring on another attorney. So let's say we have to litigate this
1889400	1894920	Or you've brain damage or something and we need a brain damage attorney. Yeah. Okay. This is probably not gonna have in this case
1895560	1898760	But you never know um, there is no guarantee as to the results
1899560	1901480	Services not covered so I can do one trial
1901560	1906360	So let's see if we go to trial and we go to court and we go do our motions and discovery and everything
1906680	1908840	And then they decided to appeal to the Supreme Court
1909640	1911640	Yeah, I have to charge you for that one
1912120	1913640	Okay, that's like
1913720	1916200	2% of the cases go to trial and then
1917000	1920840	Very smaller percentage go to like the Supreme Court or appeals. Okay
1921800	1923640	Um, I can't give you a loan
1923640	1925640	Because the state bar doesn't like that
1925640	1928280	Prove when this is your settlement. I will never settle the case without your authority
1928680	1933400	So we will talk about it and then we'll say hey, should we counter should we file suit? Whatever
1934040	1935240	What we do
1935240	1937240	So I'll never ever settle the case without you
1937640	1939640	um distribution of funds
1939640	1940600	We
1940600	1942920	Once we know what the final number is in the breakdown
1942920	1947480	Then I'll be like this goes to you this goes to me just goes to the doctors and this and that
1947800	1949800	So we'll have a little breakdown like a spreadsheet
1949960	1955080	Okay, and then I do have to pay the doctors don't file bankruptcy not a good idea. Don't think you will
1955720	1957720	And that's basically it
1958360	1960360	So the doctors
1960520	1964520	They get paid because they have to lean remember the island until the end of the accident. Yeah
1969000	1971000	Sign there
1971000	1973000	You know what you should read
1973560	1975560	You should read um
1976360	1978360	The portable
