start	end	text
1680000	1687000	And I'm not sending off that demand letter until you're almost done treating or done treating or have reached maximum medical improvement and plateaued.
1687000	1688000	Okay.
1688000	1693000	The insurance company wants to see the whole picture. I just can't send them 10 pages here and 10 pages there.
1693000	1697000	They will forget what they read last month because of 200 files sitting on their desk.
1697000	1701000	I do not want to give them half of your medical records because that creates a negative anchor.
1701000	1706000	They're going to give me a low offer and it's going to be hard to get me off that low offer because I showed them only half of your medical bills.
1706000	1711000	So there's no way for me to get you an offer quicker by sending in half of your stuff.
1711000	1720000	Okay. I want you to get the best offer. I want them to see as much as all of your medical records and bills or as much as humanly possible.
1720000	1722000	So that can get you the best offer.
1722000	1724000	How long will the case take?
1724000	1727000	Your case is not going to be like your mother's or sister's or best friend's or co-workers.
1727000	1733000	This is a different accident, different cars, different injuries, different insurance companies, different policy limits.
1733000	1734000	So it's not going to be the same.
1734000	1737000	You might have a policy limit of 25 grand which means it will be done quicker.
1737000	1742000	You may have a policy limit of 250,000 which means this case may take longer.
1742000	1746000	That's why these cases are not going to be the same as your co-workers case or whatever.
1746000	1752000	If your co-workers says, hey, my case was done sooner, it might have been a crappy case where there was very low limits.
1752000	1758000	Okay. It depends on how much insurance is available. It depends on the extent of your injuries.
1758000	1764000	If you are like, hey, I feel all better tomorrow, then this case will be done really quickly and you will get a low offer.
1764000	1770000	If you're still injured and you're treating for three months, your case might take a little bit longer.
1770000	1773000	If you're treating for a year, it may take a little bit longer.
1773000	1782000	So the case depends on the extent of your injuries, how much insurance is available, and also the policy limits.
1782000	1788000	It also depends on the other parties.
1789000	1792000	So remember how there's said that there's like five people involved.
1792000	1797000	You and your wife and the three people in the front? Well, you can never make a claim because you cause the accident.
1797000	1800000	Your wife can make a claim and these three other people in the front.
1800000	1804000	I got to wait for all four people to be done treating and to send in their demand.
1804000	1809000	The insurance company is not going to settle the case based on one person when there's three other people standing.
1809000	1817000	Okay. So if I'm really quick but those people hired ABC law firm and ABC law firm is taking their sweet time, that sometimes happens.
1817000	1822000	I can't get you an offer yet because those three people are still treating.
1822000	1826000	So it depends on when everyone puts their claim in.
1826000	1829000	Okay. If you want to come see us, please don't drop by.
1829000	1831000	Please just have an appointment.
1831000	1838000	We want to make sure that we review your case and we know everything is up to date and that we have a notary available, that we all didn't go to lunch.
1838000	1843000	So make an appointment and you can call us, text us, email us, and we'll set up an appointment for you.
1844000	1849000	So most of the time it's the claims assistance and case managers that are handling your case.
1849000	1853000	They are the front lines. They know what is happening on your case most of the time.
1853000	1857000	If you do need to speak to an attorney, we're all available here.
1857000	1862000	We have four attorneys. If you need to escalate something and talk to us, then definitely do call us.
1862000	1864000	But the attorneys are usually doing the heavier stuff.
1864000	1869000	Okay. You don't have your surgeon at the front getting your appointment or getting your copay, right?
1869000	1871000	You'd wonder what kind of doctor you're going to, right?
1871000	1873000	Same thing in a law office.
1873000	1879000	The attorneys aren't handling getting your police report and getting your medical records and filing stuff.
1879000	1881000	We're usually doing the heavier stuff.
1881000	1884000	We're doing the litigation. We're negotiating your case.
1884000	1891000	So when the adjuster says, hey, I want to give you a low ball offer, we're going to talk to them and say, no, you can't give our client a low ball offer because of this, this, and this.
1891000	1897000	So usually negotiating the case or filing a lawsuit.
1897000	1900000	So we do the heavier stuff, but we're always available.
1900000	1904000	There are four attorneys on staff. So if you need to make an appointment with an attorney, you definitely can.
1904000	1907000	Okay. There's going to be a lot of different people.
1907000	1910000	We have a very large team. So there might be different people calling you.
1910000	1916000	Okay. So it might be a victor that calls you when he's getting your car fixed and maybe someone else who's working on your demand letter.
1916000	1918000	It might be someone else during the treatment phase.
1918000	1920000	Okay. So we all work as a team.
1920000	1922000	There may be different people calling you.
1922000	1925000	It may not always be Susie, the case manager.
1925000	1928000	Okay. Okay.
1928000	1933000	Basically, let's go through the needs list here.
1933000	1936000	We put everything on here. So here's your homework.
1936000	1938000	Here's the stuff that I'm going to need.
1938000	1941000	I'm going to need that estimate that I told you about earlier.
1941000	1946000	I'm going to need those hospital bills and medical records and any medical bills that come in the mail.
1946000	1950000	And I'm going to need those gap documents that you're talking about.
1950000	1951000	Okay.
1951000	1954000	I'm sure that you get the stuff out of your car.
1954000	1960000	And remember how you had that accident from five years ago within the last three years.
1960000	1962000	I'm going to need those bills and records.
1962000	1963000	I need to know where you treated.
1963000	1966000	Or if you had a claim with another attorney, I'm going to need that file too.
1966000	1968000	Okay. I may not say that.
1968000	1970000	I may just say, hey.
1970000	1972000	I need to know where you treated.
1972000	1978000	Because if you go back to that law firm, then God forbid they say, hey, come back to us and do that again, right?
1978000	1979000	Do your accident with us.
1979000	1981000	Okay. We're going to need your insurance declaration page.
1981000	1983000	Can you pull it up right now on your phone?
1983000	1986000	Oh, okay. I got it. I see it right there.
1986000	1991000	Okay. So you're going to try and get that insurance declaration page pulled up at the intake.
1991000	1996000	Remember those receipts for that new engine and the tint that you have.
1996000	1998000	I'm going to need that as well.
1998000	2005000	Okay. And that is basically it for the intake portion.
2006000	2017000	Then I would like to go through the four flyers that we have in here.
2017000	2020000	The four flyers that we have in here.
2020000	2021000	So this our mission statement.
2021000	2024000	Our mission statement is to recover the most amount of money for you.
2024000	2026000	The highest settlement in the shortest amount of time.
2026000	2028000	And here's our core values.
2028000	2031000	Here is this.
2031000	2033000	If you think we're doing a good job, you know, the best thank you.
2033000	2036000	You can give us as a referral. Here's the things that we do.
2036000	2042000	We do auto accidents, motorcycle truck accidents, slip and falls, nursing home abuse and neglect,
2042000	2049000	dangerous products or drugs such as, you know, hernia, mesh or hips or talc,
2049000	2051000	Johnson and Johnson and things like that.
2051000	2053000	Jewel cigarettes. We do all that. Okay.
2053000	2056000	You can definitely give us a call or for your friend and family.
2056000	2058000	Here's the timeline of a personal injury case.
2058000	2061000	Normally you're treating. This could be three months to a year.
2061000	2064000	Sometimes it can be longer because there might be a lot.
2064000	2067000	A large insurance policy and you may be really injured.
2067000	2070000	You know, if there's a $250,000 policy or a million dollar policy,
2070000	2072000	you may be treating up to two years, three years.
2072000	2073000	I'm not sure.
2073000	2077000	Okay. But usually this phase here usually lasts three months to a year,
2077000	2081000	depending on how much insurance is available and how injured you are.
2081000	2083000	Then later on, we're doing the demand.
2083000	2085000	We're going to be gathering your medical records.
2085000	2087000	Your medical records take 60 days to come.
2087000	2089000	And when we request them, it takes 60 days.
2089000	2092000	We're reviewing them to see if we're having, if we have everything,
2092000	2094000	if we're missing anything.
2094000	2096000	And then we draft your demand letter.
2096000	2099000	Takes us about a month to draft, okay.
2099000	2100000	Then we send it off.
2100000	2103000	You know, we will have it reviewed a few times and that's stuff.
2103000	2105000	That's why this phase takes so while.
2105000	2108000	Then we'll send it off and the gesture is 30 days to review it.
2108000	2112000	And then he's negotiating back and forth for the next 30 days or three months or so.
2113000	2115000	He'll ask us for anything that's missing.
2115000	2116000	He'll give us an offer.
2116000	2117000	We'll be negotiating.
2117000	2120000	But he needs at least 30 days to review that demand letter.
2120000	2122000	Then it's either going to settlement phase.
2122000	2123000	You like the offer.
2123000	2126000	And we're asking for doctors for reductions or talking to your insurance,
2126000	2129000	health insurance company for the subrogation lien.
2129000	2130000	And that might take a while.
2130000	2133000	Just because we get your check doesn't mean magically you'll have a check tomorrow.
2133000	2136000	We're still working on trying to get you a better settlement, okay.
2136000	2138000	So that might take one to four months.
2138000	2140000	Or you don't like it the offer.
2140000	2142000	And we're going to go to file a lawsuit against them.
2142000	2144000	And that might take a year to three years.
2144000	2145000	Okay.
2145000	2146000	There's a lot more to do.
2146000	2147000	We need to go to court.
2147000	2148000	We need to do deposition.
2148000	2150000	So that's basically the timeline of the case.
2150000	2151000	Okay.
2151000	2153000	So here.
2153000	2154000	If my...
2154000	2158000	If Susie the case manager is not paying attention to you and she's not returning your calls,
2158000	2161000	make sure you call my own personal assistant Vanessa.
2161000	2162000	Okay.
2162000	2163000	She's our client satisfaction manager.
2163000	2165000	You can definitely give her a call.
2165000	2168000	We want to make sure that client satisfaction and customer care
2168000	2170000	and client communication is happening.
2170000	2173000	So if no one's talking to you and you need someone higher up,
2173000	2174000	you can call her.
2174000	2176000	She will reach out to me and let me know what's going on.
2176000	2177000	Okay.
2177000	2179000	So here's her number.
2179000	2181000	Okay.
2181000	2185000	So let's go through these forms.
2185000	2188000	Here is all the stuff that you need to get me.
2188000	2189000	So this is your homework.
2189000	2190000	Here's your text line.
2190000	2192000	Make sure you only text that message.
2192000	2196000	You know, and you can text me messages or you can text me photos.
2196000	2198000	Do not call that number because it will go to nowhere.
2198000	2200000	And you'll think that we never pick up our phones.
2200000	2202000	If you need to call us, call this phone number.
2202000	2205000	Here's your email, case email address,
2205000	2207000	and here's your case manager's email.
2207000	2208000	So it's Susie.
2208000	2210000	So it's Susie at Van law firm is your case manager.
2210000	2211000	And here's your email,
2211000	2214000	johndoatfilevine.com or something.
2214000	2215000	Okay.
2215000	2216000	Cool.
2216000	2218000	Here's the doctors that you're going to.
2218000	2219000	We're going to send you to this doctor.
2219000	2221000	Because which one's by your house?
2221000	2222000	Okay. Let's look at this map.
2222000	2225000	Oh, you live right here in this zip code 8901.
2225000	2228000	Well, this doctor is probably closest to you and this chiropractor.
2228000	2230000	So we'll send you to these two people.
2230000	2231000	Okay.
2231000	2233000	Because we did look on a map.
2233000	2236000	And we did see that you live in 8901.
2236000	2238000	So we found the closest doctors for you.
2238000	2240000	Because if you do go to litigation,
2240000	2242000	I didn't refer you to someone.
2242000	2245000	I showed you a map and you found the closest person to you.
2245000	2246000	Okay.
2246000	2247000	Okay.
2247000	2248000	Cool.
2248000	2250000	Let's go through the rest of this.
2250000	2254000	So here we have a high tech letter.
2254000	2258000	This is so that we can get you your medical bills and records.
2258000	2261000	Okay.
2261000	2262000	For cheaper.
2262000	2264000	Here is internet and surveillance.
2264000	2267000	It's very important that you do not do anything bad during your case.
2267000	2268000	It's going to hurt your case.
2268000	2272000	If you have a very large case that's a $250,000 or more,
2272000	2275000	they may hire a private investigator to follow you around for a week.
2275000	2280000	They'll spend $1,000 to have some guy tell you for a week to save themselves $50,000.
2280000	2281000	Okay.
2281000	2286000	We don't want you picking up heavy bags of concrete.
2286000	2288000	Lifting things.
2288000	2289000	Okay.
2289000	2291000	When you're saying your back hurts or your neck hurts.
2291000	2292000	Okay.
2292000	2298000	So don't be posting things on Instagram or Facebook of you riding horses and climbing mountains.
2298000	2301000	You can go post that after you get your settlement.
2301000	2303000	But until then, just be very careful.
2303000	2306000	You know, if you have to lift something, ask your friend to lift it or whatever.
2306000	2310000	I understand if that is your job, then we'll figure a way around it.
2310000	2311000	But try to.
2311000	2313000	Get light duty or something.
2313000	2314000	Okay.
2314000	2316000	Consent for disclosure for information.
2316000	2319000	So that is so that we can disclose information to your medical providers,
2319000	2322000	your lean companies, any loan companies that you get a loan from,
2322000	2325000	medical billing record companies, things like that.
2325000	2326000	So we can talk to them.
2326000	2327000	HIPAA.
2327000	2330000	So this is so that we can get your medical records.
2330000	2331000	Okay.
2331000	2334000	Here on the yellow line, you can just sign here on all these documents on the yellow line.
2334000	2336000	They're yellow for a reason.
2336000	2337000	Okay.
2337000	2340000	Here is a limited power of attorney.
2340000	2343000	That limited power of attorney is so that we can get your check.
2343000	2345000	Your check is going to come in your name and my name,
2345000	2349000	rather than having you come down just to sign a check so I can deposit it.
2349000	2352000	I can sign your name on your behalf and deposit into our trust account
2352000	2356000	so that we can get the money paid to you and your doctors and us and everything.
2356000	2357000	Okay.
2357000	2359000	Here's a general power of attorney.
2359000	2364000	So a general release is for us to get your police report usually.
2364000	2365000	Okay.
2365000	2368000	And then the other thing here is a Medicare form.
2368000	2370000	Just need you to sign here.
2370000	2371000	Okay.
2371000	2373000	Because we're not going to fill out any information on here
2373000	2375000	because we're not going to give out indexing information.
2375000	2378000	So we just need to sign on the yellow line.
2378000	2379000	Okay.
2379000	2382000	Next thing here is a lean.
2382000	2387000	This basically states that we are owed 33 and a third of what we recover
2387000	2391000	and then 40% if we go to trial.
2391000	2392000	Okay.
2392000	2394000	And then we'll discuss your property damage.
2394000	2396000	Okay.
2396000	2397000	I am not a magician.
2397000	2400000	You only have liability insurance so I can't get your car fixed.
2400000	2401000	Okay.
2401000	2402000	Or hey, you do have collisions.
2402000	2404000	So we're going to try and help you get your car fixed.
2404000	2406000	Just need your initial and one of these two lines.
2406000	2408000	You do have rental coverage.
2408000	2410000	So we can go do that.
2410000	2412000	The police report may take 10 days or longer.
2412000	2413000	Because again, it fits us.
2413000	2415000	It takes 10 days or longer.
2415000	2417000	Because we have to go drop it off there.
2417000	2419000	If you want to get it faster, you can go obtain it yourself.
2419000	2421000	Remember you have a duty to mitigate.
2421000	2423000	You need to get your car out of there otherwise you're going to incur
2423000	2426000	impound fees or your vehicle may be sold at auction.
2426000	2429000	You do understand you do need a driver's license to rent a car
2429000	2432000	and a credit card or a major debit card.
2432000	2433000	Okay.
2433000	2437000	And you do understand that property damage may take 30 days or longer, right?
2437000	2438000	Okay. Cool.
2438000	2440000	Just need your initial here and then sign your name.
2440000	2441000	Thank you.
2446000	2451000	So you have to have confidence because you have to make sure
2451000	2452000	that the client retains us.
2452000	2455000	They don't want someone that doesn't is unsure what they're doing
2455000	2457000	that lacks confidence to hire them.
2457000	2458000	Okay.
2458000	2460000	You need to make sure that this is completely filled out
2460000	2462000	because what you put in is what you get out.
2462000	2465000	So if you don't have things filled in, the person may die
2465000	2467000	and then we don't know who their emergency contact is
2467000	2470000	and we don't know how to open a probate
2470000	2472000	because we don't have their emergency contact.
2472000	2473000	Okay.
2474000	2476000	We may not know how the accident happened
2476000	2478000	because you put the fax in wrong
2478000	2481000	or if you didn't review everything to see if it's legible,
2481000	2483000	we won't have anyone to contact or an email address
2483000	2484000	or a phone number to work.
2484000	2487000	So make sure that you have everything filled out.
2487000	2488000	Okay.
2490000	2492000	Yeah, because otherwise it does affect us later
2492000	2493000	and you lose credibility.
2493000	2494000	Oh, I'm sorry.
2494000	2496000	I didn't write anything down here.
2496000	2498000	Can you tell me how the accident happened again?
2498000	2499000	That's not good.
2499000	2500000	You want everything upfront.
2500000	2503000	And also you're explaining to them the process
2503000	2505000	so that they know what to expect
2505000	2507000	so they don't mess up their case.
2507000	2508000	Okay.
2508000	2510000	They don't have gaps in treatment
2510000	2511000	because you didn't tell them.
2511000	2513000	You didn't tell them how long the process takes
2513000	2515000	so they think that they're going to get an offer
2515000	2516000	in six months.
2516000	2519000	You're going to have a way better settlement offer
2519000	2522000	a higher valued case if you told them everything
2522000	2523000	from the beginning.
2523000	2525000	So do not rush through it.
2525000	2526000	Okay.
2526000	2527000	Make sure that you're thorough.
2527000	2529000	There's a reason I put this checklist together.
2529000	2531000	No other firm really has this checklist
2531000	2533000	unless they stole it from us.
2533000	2534000	Okay.
2534000	2535000	I spent a lot of time
2535000	2537000	I'm still editing it to this day
2537000	2539000	and adding things in there.
2539000	2541000	So yeah.
2541000	2542000	Just make sure you go through everything.
2542000	2544000	It's there for a reason.
2544000	2545000	Make sure everything's filled out
2545000	2547000	because what if you get hit by a bus?
2547000	2549000	And now we don't have you there
2549000	2550000	and I'm wondering what happened in the case.
2550000	2551000	And now I need to call a client and say,
2551000	2553000	hey, I'm reviewing this case
2553000	2554000	and I don't know what happened
2554000	2556000	because nothing was filled in.
2556000	2557000	I lose credibility.
2557000	2559000	The client's wondering now,
2559000	2561000	did I hire the right attorneys
2561000	2563000	and now I should watch them more
2563000	2565000	and you're going to be micromanaged a little bit more
2565000	2567000	because you've lost credibility.
2567000	2568000	So once you lose credibility,
2568000	2569000	they're going to be like,
2569000	2570000	I wonder if I hired the right attorney.
2570000	2571000	I better double check all of this shit.
2571000	2572000	Okay.
2572000	2574000	So that's important.
2587000	2590000	If you think that the client isn't willing to treat,
2590000	2592000	we're personal injury attorneys.
2592000	2593000	Okay.
2593000	2594000	That's why you see all these billboards
2594000	2595000	with personal injury.
2595000	2597000	You don't see property damage attorneys.
2597000	2598000	If they're not willing to treat,
2598000	2601000	you think that they're any bit wavering on that.
2601000	2603000	Either have us talk to them.
2603000	2605000	You know, have an attorney talk to them
2605000	2606000	and explain to them.
2606000	2607000	If you don't treat,
2607000	2608000	I've seen,
2608000	2610000	if you don't hire an attorney and if you don't treat,
2610000	2612000	so if you don't hire an attorney
2612000	2614000	because no one does property damage,
2614000	2615000	we are only personal injury attorneys
2615000	2618000	so you can only hire us if you're injured.
2618000	2619000	I've seen them,
2619000	2621000	your clients get screwed over.
2621000	2622000	Then insurance companies like,
2622000	2623000	I don't know, I don't cause it.
2623000	2624000	I'm not fixing your car.
2624000	2625000	Okay.
2625000	2626000	And then you're having to deal with that
2626000	2627000	and fight with insurance company.
2627000	2628000	And no one's going to want to help you
2628000	2630000	because you never open a claim.
2630000	2631000	Okay.
2631000	2633000	But also, if they're just going to be,
2633000	2635000	no, I'm not treating.
2635000	2636000	I don't want to open a claim.
2636000	2638000	The goal is not to sign every case.
2638000	2640000	It's to sign the cases that we can win.
2640000	2642000	It brings down our average.
2642000	2645000	It makes our staff work harder
2645000	2646000	because now we're going to the case
2646000	2647000	that we have to like,
2647000	2651000	convince someone to do something.
2651000	2653000	And I need a certain amount of money
2653000	2654000	per case to break even.
2654000	2657000	Just like if you were to sell blow dryers.
2657000	2659000	If you've cost you $25 to sell that,
2659000	2660000	to make that blow dryer,
2660000	2662000	you can't go selling them for $20,
2662000	2663000	otherwise you're going to go bankrupt.
2663000	2664000	In this firm,
2664000	2667000	it's probably $68,000 per case to break even.
2667000	2669000	So if someone's not willing to treat or anything,
2669000	2671000	just don't even take the case.
2672000	2674000	Okay. It's not quantity.
2674000	2675000	It's quality.
2675000	2676000	Okay.
2676000	2677000	And if you're not sure,
2677000	2679000	make sure that you speak to one of us
2679000	2680000	before that happens.
2680000	2681000	So we can talk to the client
2681000	2683000	because it may be something different.
2683000	2685000	It may be us explaining it to them.
2685000	2687000	We may be able to explain it better.
